1720000000.000000,1,1.00000000,10.0,2
1720000002.500000,2,1.00224415,11.0,1
1720000005.000000,3,1.00445327,12.0,2
1720000007.500000,4,1.00659291,13.0,1
1720000010.000000,5,1.00862966,14.0,2
1720000012.500000,6,1.01053175,10.0,1
1720000015.000000,7,1.01226950,11.0,2
1720000017.500000,8,1.01381578,12.0,1
1720000020.000000,9,1.01514648,13.0,2
1720000022.500000,10,1.01624082,14.0,1
1720000025.000000,11,1.01708172,10.0,2
1720000027.500000,12,1.01765608,11.0,1
1720000030.000000,13,1.01795491,12.0,2
1720000032.500000,14,1.01797356,13.0,1
1720000035.000000,15,1.01771175,14.0,2
1720000037.500000,16,1.01717354,10.0,1
1720000040.000000,17,1.01636735,11.0,2
1720000042.500000,18,1.01530576,12.0,1
1720000045.000000,19,1.01400532,13.0,2
1720000047.500000,20,1.01248633,14.0,1
1720000050.000000,21,1.01077250,10.0,2
1720000052.500000,22,1.00889057,11.0,1
1720000055.000000,23,1.00686990,12.0,2
1720000057.500000,24,1.00474203,13.0,1
1720000060.000000,25,1.00254016,14.0,2
1720000062.500000,26,1.00029865,10.0,1
1720000065.000000,27,0.99805249,11.0,2
1720000067.500000,28,0.99583671,12.0,1
1720000070.000000,29,0.99368590,13.0,2
1720000072.500000,30,0.99163362,14.0,1
1720000075.000000,31,0.98971190,10.0,2
1720000077.500000,32,0.98795071,11.0,1
1720000080.000000,33,0.98637756,12.0,2
1720000082.500000,34,0.98501697,13.0,1
1720000085.000000,35,0.98389019,14.0,2
1720000087.500000,36,0.98301480,10.0,1
1720000090.000000,37,0.98240446,11.0,2
1720000092.500000,38,0.98206869,12.0,1
1720000095.000000,39,0.98201273,13.0,2
1720000097.500000,40,0.98223746,14.0,1
1720000100.000000,41,0.98273936,10.0,2
1720000102.500000,42,0.98351062,11.0,1
1720000105.000000,43,0.98453918,12.0,2
1720000107.500000,44,0.98580900,13.0,1
1720000110.000000,45,0.98730027,14.0,2
1720000112.500000,46,0.98898972,10.0,1
1720000115.000000,47,0.99085098,11.0,2
1720000117.500000,48,0.99285500,12.0,1
1720000120.000000,49,0.99497052,13.0,2
1720000122.500000,50,0.99716452,14.0,1
1720000125.000000,51,0.99940277,10.0,2
1720000127.500000,52,1.00165034,11.0,1
1720000130.000000,53,1.00387216,12.0,2
1720000132.500000,54,1.00603355,13.0,1
1720000135.000000,55,1.00810079,14.0,2
1720000137.500000,56,1.01004162,10.0,1
1720000140.000000,57,1.01182576,11.0,2
1720000142.500000,58,1.01342536,12.0,1
1720000145.000000,59,1.01481546,13.0,2
1720000147.500000,60,1.01597437,14.0,1
1720000150.000000,61,1.01688400,10.0,2
1720000152.500000,62,1.01753016,11.0,1
1720000155.000000,63,1.01790278,12.0,2
1720000157.500000,64,1.01799602,13.0,1
1720000160.000000,65,1.01780845,14.0,2
1720000162.500000,66,1.01734298,10.0,1
1720000165.000000,67,1.01660688,11.0,2
1720000167.500000,68,1.01561163,12.0,1
1720000170.000000,69,1.01437277,13.0,2
1720000172.500000,70,1.01290962,14.0,1
1720000175.000000,71,1.01124503,10.0,2
1720000177.500000,72,1.00940496,11.0,1
1720000180.000000,73,1.00741813,12.0,2
1720000182.500000,74,1.00531555,13.0,1
1720000185.000000,75,1.00313001,14.0,2
1720000187.500000,76,1.00089563,10.0,1
1720000190.000000,77,0.99864728,11.0,2
1720000192.500000,78,0.99642004,12.0,1
1720000195.000000,79,0.99424865,13.0,2
1720000197.500000,80,0.99216702,14.0,1
1720000200.000000,81,0.99020762,10.0,2
1720000202.500000,82,0.98840103,11.0,1
1720000205.000000,83,0.98677543,12.0,2
1720000207.500000,84,0.98535620,13.0,1
1720000210.000000,85,0.98416548,14.0,2
1720000212.500000,86,0.98322185,10.0,1
1720000215.000000,87,0.98254004,11.0,2
1720000217.500000,88,0.98213068,12.0,1
1720000220.000000,89,0.98200018,13.0,2
1720000222.500000,90,0.98215055,14.0,1
1720000225.000000,91,0.98257946,10.0,2
1720000227.500000,92,0.98328021,11.0,1
1720000230.000000,93,0.98424186,12.0,2
1720000232.500000,94,0.98544942,13.0,1
1720000235.000000,95,0.98688403,14.0,2
1720000237.500000,96,0.98852331,10.0,1
1720000240.000000,97,0.99034169,11.0,2
1720000242.500000,98,0.99231078,12.0,1
1720000245.000000,99,0.99439985,13.0,2
1720000247.500000,100,0.99657632,14.0,1
1720000250.000000,101,0.99880621,10.0,2
1720000252.500000,102,1.00105472,11.0,1
1720000255.000000,103,1.00328678,12.0,2
1720000257.500000,104,1.00546756,13.0,1
1720000260.000000,105,1.00756301,14.0,2
1720000262.500000,106,1.00954044,10.0,1
1720000265.000000,107,1.01136900,11.0,2
1720000267.500000,108,1.01302015,12.0,1
1720000270.000000,109,1.01446812,13.0,2
1720000272.500000,110,1.01569032,14.0,1
1720000275.000000,111,1.01666768,10.0,2
1720000277.500000,112,1.01738495,11.0,1
1720000280.000000,113,1.01783093,12.0,2
1720000282.500000,114,1.01799867,13.0,1
1720000285.000000,115,1.01788554,14.0,2
1720000287.500000,116,1.01749331,10.0,1
1720000290.000000,117,1.01682811,11.0,2
1720000292.500000,118,1.01590031,12.0,1
1720000295.000000,119,1.01472439,13.0,2
1720000297.500000,120,1.01331870,14.0,1
1720000300.000000,121,1.01170518,10.0,2
1720000302.500000,122,1.00990900,11.0,1
1720000305.000000,123,1.00795820,12.0,2
1720000307.500000,124,1.00588321,13.0,1
1720000310.000000,125,1.00371641,14.0,2
1720000312.500000,126,1.00149163,10.0,1
1720000315.000000,127,0.99924356,11.0,2
1720000317.500000,128,0.99700730,12.0,1
1720000320.000000,129,0.99481774,13.0,2
1720000322.500000,130,0.99270905,14.0,1
1720000325.000000,131,0.99071413,10.0,2
1720000327.500000,132,0.98886411,11.0,1
1720000330.000000,133,0.98718786,12.0,2
1720000332.500000,134,0.98571155,13.0,1
1720000335.000000,135,0.98445820,14.0,2
1720000337.500000,136,0.98344737,10.0,1
1720000340.000000,137,0.98269485,11.0,2
1720000342.500000,138,0.98221236,12.0,1
1720000345.000000,139,0.98200744,13.0,2
1720000347.500000,140,0.98208330,14.0,1
1720000350.000000,141,0.98243873,10.0,2
1720000352.500000,142,0.98306821,11.0,1
1720000355.000000,143,0.98396189,12.0,2
1720000357.500000,144,0.98510585,13.0,1
1720000360.000000,145,0.98648223,14.0,2
1720000362.500000,146,0.98806955,10.0,1
1720000365.000000,147,0.98984303,11.0,2
1720000367.500000,148,0.99177502,12.0,1
1720000370.000000,149,0.99383535,13.0,2
1720000372.500000,150,0.99599188,14.0,1
1720000375.000000,151,0.99821095,10.0,2
1720000377.500000,152,1.00045794,11.0,1
1720000380.000000,153,1.00269779,12.0,2
1720000382.500000,154,1.00489554,13.0,1
1720000385.000000,155,1.00701689,14.0,2
1720000387.500000,156,1.00902875,10.0,1
1720000390.000000,157,1.01089972,11.0,2
1720000392.500000,158,1.01260060,12.0,1
1720000395.000000,159,1.01410485,13.0,2
1720000397.500000,160,1.01538900,14.0,1
1720000400.000000,161,1.01643301,10.0,2
1720000402.500000,162,1.01722059,11.0,1
1720000405.000000,163,1.01773945,12.0,2
1720000407.500000,164,1.01798149,13.0,1
1720000410.000000,165,1.01794294,14.0,2
1720000412.500000,166,1.01762439,10.0,1
1720000415.000000,167,1.01703082,11.0,2
1720000417.500000,168,1.01617148,12.0,1
1720000420.000000,169,1.01505980,13.0,2
1720000422.500000,170,1.01371312,14.0,1
1720000425.000000,171,1.01215244,10.0,2
1720000427.500000,172,1.01040213,11.0,1
1720000430.000000,173,1.00848950,12.0,2
1720000432.500000,174,1.00644440,13.0,1
1720000435.000000,175,1.00429873,14.0,2
1720000437.500000,176,1.00208598,10.0,1
